event_id,deficiency_domain,deficiency_subtype,subtype_redacted,application_type,product_name,sponsor,office,regulatory_pathway,crl_date,year,disclosure_status__publicly_rele,application_number,data_limitation
CRL_376,CMC,Stability,0,NDA,RizaFilm (rizariptan) oral film,IntelGenx Corp.,Neuroscience,505(b)(2),3/24/2020,2020,Y,205394,0
CRL_376,Regulatory,Labeling,0,NDA,RizaFilm (rizariptan) oral film,IntelGenx Corp.,Neuroscience,505(b)(2),3/24/2020,2020,Y,205394,0
CRL_377,CMC,Facility,0,NDA,Epinephrine HFA Inhalation Aerosol 125 mcg/actuation,"Armstrong Pharmaceuticals, Inc.",Drug Evaluation 4,505(b)(2),5/22/2014,2014,Y,205920,0
CRL_377,Nonclinical,Toxicology,0,NDA,Epinephrine HFA Inhalation Aerosol 125 mcg/actuation,"Armstrong Pharmaceuticals, Inc.",Drug Evaluation 4,505(b)(2),5/22/2014,2014,Y,205920,0
CRL_377,Clinical,Human Factors,0,NDA,Epinephrine HFA Inhalation Aerosol 125 mcg/actuation,"Armstrong Pharmaceuticals, Inc.",Drug Evaluation 4,505(b)(2),5/22/2014,2014,Y,205920,0
CRL_378,Clinical,Human Factors,0,NDA,Primatene Mist (epinephrine inhalation aerosol),"Armstrong Pharmaceuticals, Inc.",Drug Evaluation 4,505(b)(2),12/23/2016,2016,Y,205920,0
CRL_379,Clinical,Study Design,0,NDA,testosterone undecanoate (oral),"Clarus Therapeutics, Inc.",Drug Evaluation 3,505(b)(2),11/3/2014,2014,Y,206089,0
CRL_379,Clinical,Efficacy,0,NDA,testosterone undecanoate (oral),"Clarus Therapeutics, Inc.",Drug Evaluation 3,505(b)(2),11/3/2014,2014,Y,206089,0
CRL_379,Clinical,Safety,0,NDA,testosterone undecanoate (oral),"Clarus Therapeutics, Inc.",Drug Evaluation 3,505(b)(2),11/3/2014,2014,Y,206089,0
CRL_380,CMC,Facility,0,NDA,Xelpros (latanoprost ophthalmic emulsion),Sun Pharma Advanced Research Company Limited,Antimicrobial Products,505(b)(2),7/30/2015,2015,Y,206185,0
CRL_381,Nonclinical,Toxicology,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),12/6/2017,2017,Y,206610,0
CRL_381,Nonclinical,Insufficient Nonclinical Support,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),12/6/2017,2017,Y,206610,0
CRL_382,Nonclinical,Toxicology,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),12/1/2017,2017,Y,206610,0
CRL_382,Nonclinical,Insufficient Nonclinical Support,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),12/1/2017,2017,Y,206610,0
CRL_383,Nonclinical,Toxicology,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),3/10/2016,2016,Y,206610,0
CRL_383,Nonclinical,Insufficient Nonclinical Support,0,NDA,Acetomenophen,Mylan Laboratories Limited,Drug Evaluation 2,505(b)(2),3/10/2016,2016,Y,206610,0
CRL_384,Nonclinical,Toxicology,0,NDA,Acetomenophen,"Mylan Pharmaceuticals, Inc",Drug Evaluation 2,505(b)(2),2/27/2015,2015,Y,206610,0
CRL_384,Nonclinical,Insufficient Nonclinical Support,0,NDA,Acetomenophen,"Mylan Pharmaceuticals, Inc",Drug Evaluation 2,505(b)(2),2/27/2015,2015,Y,206610,0
CRL_385,CMC,Facility,0,NDA,Romidepsin Injection Solution,Teva Pharmaceuticals USA Inc,Hematology & Oncology Products,505(b)(2),6/2/2017,2017,Y,208574,0
CRL_386,CMC,Facility,0,NDA,Romidepsin Injection Solution,Teva Pharmaceuticals USA,Hematology & Oncology Products,505(b)(2),6/1/2016,2016,Y,208574,0
CRL_386,Regulatory,Labeling,0,NDA,Romidepsin Injection Solution,Teva Pharmaceuticals USA,Hematology & Oncology Products,505(b)(2),6/1/2016,2016,Y,208574,0
CRL_386,CMC,Manufacturing Controls,0,NDA,Romidepsin Injection Solution,Teva Pharmaceuticals USA,Hematology & Oncology Products,505(b)(2),6/1/2016,2016,Y,208574,0
CRL_387,CMC,Biopharmaceutics,0,NDA,Avaclyr (acyclovir opthalmic ointment) 3%,"Fera Pharmaceuticals, LLC",Antimicrobial Products,505(b)(2),6/24/2016,2016,Y,202408,0
CRL_388,CMC,Biopharmaceutics,0,NDA,Avaclyr (acyclovir opthalmic ointment) 3%,"Fera Pharmaceuticals, LLC",Antimicrobial Products,505(b)(2),3/31/2014,2014,Y,202408,0
CRL_389,Clinical,Efficacy,0,BLA,Bevacizumab-vikg Injection,Outlook Therapeutics Inc.,Not Available,Not Available,12/30/2025,2025,N,761320,1
CRL_390,CMC,Facility,0,BLA,DRL_RI,"Dr. Reddy's Laboratory, Ltd.",Not Available,Not Available,10/16/2025,2025,N,761376,1
CRL_390,CMC,Redacted,1,BLA,DRL_RI,"Dr. Reddy's Laboratory, Ltd.",Not Available,Not Available,10/16/2025,2025,N,761376,1
CRL_391,Clinical,Efficacy,0,BLA,Lerochol (lerodalcibep-liga) injection,"LIB Therapeutics, Inc.",Not Available,Not Available,12/12/2025,2025,N,761427,1
CRL_392,CMC,Facility,0,BLA,AVT06,"Alvotech USA, Inc",Not Available,Not Available,11/24/2025,2025,N,761435,1
CRL_393,Clinical,Risk-Benefit,0,BLA,Blenrep (belantamab mafodotin-blmf) injection,GlaxoSmithKline LLC,Not Available,351(a),10/23/2025,2025,N,761440,1
CRL_394,Statistics,Redacted,1,BLA,Anifrolumab,AstraZeneca Pharmaceuticals LP,Not Available,Not Available,1/10/2025,2025,N,761451,1
CRL_395,Clinical,Efficacy,0,BLA,Exdensur (depemokimab-ulaa) injection,GlaxoSmithKline LLC,Not Available,Not Available,12/16/2025,2025,N,761458,1
CRL_396,CMC,Facility,0,BLA,AVT05,"Alvotech USA, Inc",Not Available,Not Available,11/26/2025,2025,N,761461,1
CRL_397,CMC,Facility,0,BLA,AVT05,"Alvotech USA, Inc",Not Available,Not Available,10/31/2025,2025,N,761462,1
CRL_398,CMC,Facility,0,BLA,AVT03,"Dr. Reddy's Laboratory, Ltd.",Not Available,Not Available,12/30/2025,2025,N,761471,1
CRL_399,CMC,Facility,0,NDA,Copper Histidinate,"Sentynl Therapeutics, Inc",Not Available,Not Available,9/30/2025,2025,N,211241,1
CRL_400,CMC,Facility,0,NDA,(Dasatinib) tablets,Xspray Pharma AB,Not Available,Not Available,10/7/2025,2025,N,216195,1
CRL_400,CMC,Redacted,1,NDA,(Dasatinib) tablets,Xspray Pharma AB,Not Available,Not Available,10/7/2025,2025,N,216195,1
CRL_400,Clinical,Human Factors,0,NDA,(Dasatinib) tablets,Xspray Pharma AB,Not Available,Not Available,10/7/2025,2025,N,216195,1
CRL_401,CMC,Facility,0,NDA,Bendamustine Hydrochloride Injection,"Accord Healthcare, Inc.",Not Available,Not Available,11/6/2025,2025,N,216987,1
